tweet,sentiment
GrimeStopper loss  client lost their job so we did too. Hope the quote later today turns into more work. Drowned my sorrows w a huge h ...,neu
yep 14 days whoop,neu
why?,neu
Aw .. the grillz in my background look like plaque ..,neu
My Chemical Romance Official Sodahead Profile,neu
thanks for reading my blog. and for laughing at MY PERILS AND TRAGEDIES! ****Cries****,neu
it was only once for my big brother...and I`m done now,neu
Taking the day off and doing absolutely nothing    Studying begins on the morrow,neu
youtube not working,neu
I`m a bit Ben`s Thai-ed out,neu
Sunday and Mother`s day!,neu
crud is all I can say,neu
Or a Mexican wrestler. They year capes too. You probably haven`t the build for it though.,neu
Math quiz: If Meow =  but Allergies =   then Meow + Allergies = ?,neu
you tell us,neu
I need help Twitter world! Orange theraflu pills...are those going to be the drowsy or non drowsy?,neu
_k good question  could they?,neu
Well - looks like Hurdle is out.,neu
Geoff posted a boo: Coming Home From Tenerife Boo,neu
a HUGE SPIDER just crawled past me.  HUGE.,neu
kids  b`day party/picnic  in canazarro park.  The other half `hurts` today,neu
"what a smashing show tonight! Love the Killers! Wish I had been there, gutted... Such a shame they got cut off mid-song at the end",neu
eww  What r u doing atm?,neu
IT SHALL BE MINE!! IT SHALL... BE MINE!!! *raises eyebrows*,neu
is closing at 10 instead of 12 yay!!  just 15 min till i can go home and talk to my lovebug!!,neu
Burst my bubble!,neu
Can`t sleep but is happy that the Fugees are keeping him company,neu
Spending Mother`s Day with Mom.,neu
says Goodmorning.,neu
"Welcome  !!! Let me suggest to you  and . You`ll love `em! In other news, my algae fish died today",neu
Welcome back!,neu
morning! I`m in the garden getting air,neu
BREAKING NEWS: The broiler at Burger King is down. There will be no burgers at Burger King at lunch!  At least Chicken Fries were there!,neu
had a good day but im now skint again,neu
I will be uploading soon!,neu
I want to talk with but the calls are so expensive  I LOVE YOU,neu
Getting ready for our annual old boys hockey competition  let`s bring down the students!,neu
I`m watching The episode 3 Of JONAS OMJ,neu
And then you find out today they had there first kiss! },neu
Dood - they`ve locked down your Vimeo WH video.,neu
y must i hve graduation practice...all im gonna is walk,neu
Recovering from an Italian cruise in the Mediterenean,neu
_M Make one with something about the Charger?,neu
I can`t believe how fast this week has gone by,neu
Hmmm...strained my back  Hope it`s better tomorrow morning..,neu
"could barely sleep last night, ugh...ANYWAYS good luck with finals everybody!!! don`t rush through your tests!!! lol",neu
_hime I played up until the latter parts of the voodoo village part co-op until I lost my usual partner,neu
".... you are my sunshine, my only sunshine....",neu
my birthday chicken,neu
well i`m a little bit sick but i`m fine,neu
I don`t see why not,neu
How`s your dog?,neu
We should so go for the Cobra-Cam idea,neu
hampa hatiku,neu
"_KONG Record Grand Prix to skip through later, watch Man U game, Radio 1 .... well sport comes first",neu
_carter can`t see it it says 'This video is private.',neu
"It happened to me the other day (customer asked me to ship to her work address), I sent her another one",neu
"It`s 6 am, I haven`t been to bed yet, and I just got my second wind.  Guess I should edit or read or something until I feel tired huh?",neu
samee well i aint a man i am a girl obv nd i am 14 lol   i aint no1 special or not famous or rich  wish to be tho ****,neu
_m do it up,neu
shelaaaaaaaa,neu
Salad from krogers...  I was hungry.,neu
you need to follow me so I could send you a direct message.,neu
"LOL...oh, man, can I un-twit something? haha! I mean my lean mean fighting machine. I sooo can`t believe you called me out!",neu
or maybe start your own Arabic teaching podcast?,neu
I want a massage!!!,neu
u should tell ppl where u`ll be in vancouver.,neu
"Hey,  Thank you SO much for the #followfriday. I failed miserably to get a list together this week",neu
Welll my folkiesss(; im offf to dream land;work in the mornin;ugh;ewwy. Talkkk to me;but tomorrow  <3 lurvee ya`ll[;>,neu
Omfg this test is a joke.,neu
"I can`t, I`m studying so I don`t fail  Come over, I`ll make u some tortellini or chicken or a chicken salad.",neu
sure wish the cat would stop hiding,neu
"Tired, But glad its a bank holiday",neu
I`ve been up late this week watching Jay Leno. Tonight is his last show  But now he`ll move up to 10pm not sure if the material will bsame,neu
The bunny is longing for the hoodie she left in the car   brrr....,neu
cook ; do you wanna measure my ****? its daddy-size.,neu
Morning. I closed out EUR/JPY 132.25  @ 132.00 and place a stop @ 130.55 @ 131.55. That 132.25 was executed while i was asleep,neu
who goes bowling anymore?... me and my friends,neu
"_FC sounds good  maybe some player quotes, photos etc I`m living in WA atm so would love bits and pieces from the Ady and Sun",neu
for my homepage,neu
Have you seen Wolverine?  Might want to change that pic.  There`s a new sheriff in town.,neu
"Not addicted, just sociable.",neu
causee not everyone can pass the challenge test duh,neu
"nope no idea, I`ve registered, so far no response",neu
"I empathise luvvie, I dont personally understand a grown mans need to dress in tartan in search for a little white ball",neu
Happy mothers day  I`m so hungry and the resturants are all closed... ****,neu
Lame remarks like 'I wonder if they like blondes in NZ'.  Umm...only if you have to ask.,neu
"Ive been up since 530,i hate wen i cant sleep. Garys takn a nap and i mite do the same",neu
can`t keep eyes open....*shuts eyes*,neu
wondering where all the money i earnt this financial year has gone... i can account for like 3 grand but wheres the rest,neu
awww  don`t do this to meee haha now you`re gonna make me saddd,neu
shower before doctor`s appointment,neu
eat (cup)cake,neu
it should be.. not a wink >.<,neu
yea just fun dive..a bit scary sometimes but fun.  u like diving?,neu
Sitting and waiting and hoping this lady would hurry the hell up... I hate moving... It super sucks...,neu
*cough cough hack hack,neu
Anytime,neu
hahaha sa una lang yan!  i started with 40 minutes ng 5k.  that was a year ago.,neu
so now i dont get my car back til monday. boooo,neu
i think it starts at  7.30 with that david archuleta  i might just throw glitter all over myself aha ****,neu
i miss mcfly last night so much!! i was front row centre  danny was making me laugh so much LOL,neu
Good!! Busy as heck but good. Feeling yucky at the moment.,neu
www.youtube.com/watch?v=9FtuV3xMrN0,neu
not letting anyone get me down  tired of taking on other people`s pain all the time! I am a happy person with or without drama... om.....!,neu
can`t figure out at what time(french hour) the new moon trailer will be up since I can`t watch the MTV movie Awards from Paris... ?,neu
do you have a password for the San Diego show? Mine is not working,neu
"i`ve locked up a mac once or twice in my time. ok, literally once or twice.",neu
"flying is falling, getting distracted and missing the ground",neu
I think we could be related,neu
just realized i have 30 followers HEY GUYS,neu
haha. Your a loser.  ily,neu
boy don`t try to front i-i know just-just what you are-are-are,neu
"I`m back. top molar extracted  swollen face, all numb.  But no more toothache or sinus pain.",neu
_ I`m still waiting for them to recontinue their 'breathless' scent..  lol,neu
Guess what happened to my butt yesterday? Yes - Annas finger came for a visit... and I said nothing about it.,neu
#mikeywayday? Count me IN,neu
wolverine was a bit short. waiting for cat to get dressed then off to York for the day,neu
"i got 2 much 2 do 2nite 2b bored. In bath still hav wash, dry, straight hair, get clothes ready etc",neu
there`s only one more cherry dr. pepper left in the fridge...thank God. im addicted to that stuff but it does sad things to my skin.,neu
"E docs are getting younger these days.can u guess where am i??yup, NUH!! paying my ear doc a visit. Ouch!!",neu
Tell him where...,neu
#Trackflashback: 'I Believe In A Thing Called Love' by The Darkness - check it out...,neu
"WOW never seen him before , he`s bloody awesome , I think bcoz George won last year however could be bad for him  x",neu
"no juice here, I didntb even let him use my computer.",neu
I can`t have any.,neu
Looking for a new laptop battery. Why are they so expensive??,neu
Headed back to Pulaski,neu
I need skott right now,neu
Got the news,neu
I think they make you turn your phones off  I`ll see what I can do!,neu
"math is all that is left for the day, then the DMV",neu
"how very rude fof them, you poor girl i hope you recovered from that  awful site",neu
Was actually done by my cousin,neu
XDXDXD you crazy little thing why didnï¿½t you get off the train and hug me????,neu
New Twitter coolness: conversations with neighbors (during a thunderstorm.,neu
i got no followers i only have like 2  someone follow Me please?,neu
"I guessed right, like 25 minutes ago...do you even see your replies....lol",neu
my boss. She`s moving to NYC,neu
pulled up @ walmart aunt got out went in I fell asleep 2 hours later.... were r you?!  lol,neu
"Did 2dives w/ Oceans Deep Dive. 10m vis, no sun, no colours. Dynamite fishing has done it`s toll on the reefs.",neu
at home with her fam  see you in CoMo tomorrow!,neu
Re-direct that energy into creating men`s jewelry.    And frequent walks too.,neu
i work in youth justice,neu
with your bicycle?,neu
shower time,neu
follow?,neu
and now! ITS #starwarsday!!!! To celebrate i should watch some star wars  - Richard,neu
"SAimee 26 july, Underage festival 2 August, i found some others but they were too far away",neu
finally got my SayNow account up and running  YAYY JBs got a Canadian SayNow number!.. is anyone else using their landline phone? CALL ME!,neu
"Thanks hun! I`m wearing my new goldmine e/s and big false lashes, but it doesn`t show!",neu
"haha, yeahh. im still following u tho,",neu
is playing Uno,neu
you own a didgeridoo?!?!,neu
"_reality ****, you`re gonna feel that tomorrow, or tonight. Coffee = laxative.  How`s the writing coming?",neu
should I still come? Its gonna be a while,neu
Is sitting in science freezing  four days (:,neu
oh no noisy family who live next door are back from holiday  there goes my peace and quiet,neu
_spn your boyfriend didn`t even say bye!,neu
wut itell u yesterday lol,neu
_ yaaaay mish is following gab!,neu
say a hi to me tom  please please,neu
I`m like so upset with you.. haha.. you never told me the 411..,neu
I need a coffee,neu
My car is in the car hospital for the nxt 7 days  I gotta go pick up a loaner car b4 6! Bein without wheels 4 7day will set me back heavy!,neu
Ur friend  sent me,neu
They should add Dunkin Donuts to their menu too.,neu
"The website I`m developing -lets you also share Videos, documents, maps and events - Later music too",neu
where u goin,neu
well you scared me saying there may be rustling in the trees!  Happy Sunday to you sir,neu
Last night in Australia,neu
i knew a horse called dollar too,neu
"Loving the weather this weekend, shame i`m back into work tomorrow",neu
alrightttt twitter. i have netball nowww  this is my 600th twitter haha  byeeeee,neu
wow their is no pancake mix,neu
"Dude you`re always going to midnight screenings! xD. I wish I lived in a city. Well, I do (until tmrw!) but it`s rubbish",neu
Guinness at Coogars,neu
omg evie. we have to do our plan for hot 30 tomorrow night,neu
mama the boys gon be sweating her hard in Pre K  lol muah,neu
